中华恐龙园,31.830629,120.007851,
环球恐龙城,31.830493,120.007814,
红梅公园,31.780855,119.979228,
青枫公园,31.803881,119.905448,
新北中心公园,31.833701,119.989203,
荷园,31.829028,119.913111,
紫荆公园,31.797788,120.01235,
荆川公园,31.772297,119.931107,
武进新天地公园,31.715808,119.960992,
人民公园,31.782801,119.963741,
滆湖低碳公园,31.65073,119.896092,
华罗庚公园,31.746612,119.587644,
圩墩遗址公园,31.723267,120.064512,
西林公园,31.776114,119.886115,
高铁生态公园,31.85536,119.971358,
奔牛公园,31.862293,119.825213,
燕山公园,31.404054,119.47853,
丁塘河湿地公园,31.761789,120.040104,
南洲公园,31.734539,119.560026,
愚池公园(沿河东路),31.740562,119.575752,
顾龙山公园,31.737751,119.556898,
东坡公园,31.773132,119.983217,
淹城森林公园,31.703598,119.923911,
蔷薇园湿地公园,31.75521,119.992172,
五星公园,31.789299,119.927718,
三勤休闲园,31.693224,120.002274,
上黄生态湿地公园,31.566299,119.561987,
金沙公园,31.735914,119.578647,
文化公园,31.415481,119.493635,
仙湖公园(建设南路),31.700051,120.03994,
高静园,31.432318,119.500736,
季子公园,31.822607,120.086881,
飞龙体育公园,31.817234,119.945546,
翠竹公园,31.792085,120.004642,
毓秀园,31.760096,120.044817,
瓦屋山森林公园,31.682544,119.328429,
青果巷,31.77863,119.962502,
芦墅公园,31.80064,119.947089,
兰园,31.773635,119.953784,
自游联盟汽车主题公园,31.681918,119.805915,
天琴湖公园,31.685851,119.973365,
珠城公园,32.043968,119.810693,
花溪公园,31.735492,120.066364,
湿地花溪,31.724188,120.063809,
CICIPARK河滨公园,31.773673,119.961735,
牟家文体公园,31.842979,120.139685,
新龙湖音乐公园,31.862004,119.962299,
沧屿园,31.443054,119.501064,
牟家农业休闲观光园,31.843741,120.144404,
高原沙漠区,31.705081,119.926816,
新龙生态林,31.913029,119.974673,
江南农耕园,31.757894,119.622171,
横塘河湿地公园,31.812947,120.022409,
钱资湖湿地公园,31.71583,119.603923,
近园,31.787967,119.965397,
南洲里风车游乐园,31.735204,119.561597,
横山桥中心公园,31.761884,120.114092,
水晶生态公园,31.776776,120.012004,
邹区中心公园,31.787771,119.856045,
洛阳休闲园,31.654985,120.089511,
清风园,31.796505,119.852063,
中华曙猿地质公园,31.540261,119.570113,
椿桂园,31.795258,119.958906,
华山公园,31.823672,119.958684,
录安洲生态林,32.003017,119.970341,
金坛市方山森林公园,31.746553,119.32652,
塘马湿地,31.597555,119.382309,
溧阳西郊省级森林公园,31.433988,119.454635,
天宁竟园,31.768586,119.997883,
新北区罗溪镇汤庄生态绿地,31.896091,119.868116,
仙湖公园,31.727716,119.386667,
礼嘉休闲公园,31.63022,120.023036,
紫荆园,31.833107,119.98824,
采菱公园,31.742338,120.001073,
罗溪中心绿地,31.899756,119.831381,
春风公园,31.758265,119.585701,
陈渡草堂,31.772619,119.931718,
生态公园,31.69331,119.852199,
五星公园西区,31.788992,119.923119,
凤凰山盆景园林生态园,31.548398,120.038495,
爱心公园,31.783726,119.934266,
如怡园,31.691903,119.910888,
水上杉林,31.723084,120.064264,
江村庵村人民公园,31.72909,120.001547,
常州华苑公园,31.753387,119.600768,
相园,31.696803,119.945825,
官山生态园,31.755308,119.463586,
淹城,31.712097,119.944514,
埭头公园,31.494116,119.529468,
中国·社渚文化休闲公园,31.317795,119.287618,
文慧园,31.704015,119.945521,
常州科普植物园,31.821679,120.024659,
青枫公园-芳香植物区,31.805918,119.904604,
五一园,31.766785,119.95432,
善庆公园,31.315047,119.499657,
金沙植物园,31.758066,119.621831,
天目佳农业生态园,31.412984,119.478134,
西郊公园,31.432833,119.454143,
牌楼公园,31.531955,119.268346,
洽园,31.750994,119.952185,
新屋三凯人民公园,31.763614,119.808812,
双坝念佛堂,31.913886,119.97321,
园艺博览园,31.8282,120.005549,
群艺馆跆拳道,31.781519,119.963281,
玉兰公园,31.796855,119.918137,
河西公园,31.312032,119.50869,
钟楼环保主题园,31.804927,119.888708,
奔牛儿童文化园,31.854769,119.826378,
雅萱养生馆,31.801496,119.898139,
青枫公园-中央大草坪,31.803624,119.906661,
万福登山公园,31.787998,119.332776,
西林公园-银桂品种区,31.775933,119.887986,
埭头喦山公园,31.503084,119.566925,