宝龙广场,31.80031,119.901303,常州市钟楼区茶花路南门,钟楼,
万福花园,31.802415,119.965337,常州市钟楼区通江南路216号,钟楼,
翡翠湾,31.786898,119.93618,勤业玫瑰苑小区对面,钟楼,
大诚苑,31.816344,119.989922,常州市龙锦路1250号(新北区黄山路与三井东路交汇处),新北,
江南春晓花园,31.827986,119.969063,新北区巢湖路65路(新北区巢湖路与泰山路交汇处),新北,
晓柳花苑,31.697023,119.935641,武进区小留18号,武进,
公园大厦,31.778385,119.960318,公园路9号公园大厦A座(近广化街),天宁,
同济花园,31.771863,119.976847,常州劳动中路362号,天宁,
虹景花园小区,31.789589,120.002925,常州市天宁区翠虹路45号,天宁,
景泰家园,31.76226,119.973794,浦前东路北侧、清凉新村南侧,溧阳,
景鸿花园,31.421576,119.472081,江苏省常州市溧阳市南环西路198号,溧阳,
聚和家园,31.792367,119.968886,北太平桥路39号,天宁,
方正大厦,31.779537,119.940846,清潭怀德会馆浜路99号,钟楼,
东坡雅居,31.773466,119.98671,延陵中路356号(东坡公园对面),天宁,
大学-新村,31.679483,119.951781,江苏省常州市武进区鸣新中路55号,武进,
芦墅广景苑,31.803406,119.94352,机械新村后,钟楼,
同德苑,31.893179,119.863256,常州市武进区罗溪镇汤庄延河中路,武进,
奥林匹克花园别墅,31.85947,119.935515,常州市新北区薛家黄河西路262-1号,新北,
花园西村,31.781856,119.917671,永红街道8号(怀德中路和白云路交界),钟楼,
锦江丽都花园,31.8045,119.954351,江苏省常州市钟楼区锦都丽江花园14号楼,钟楼,
景福苑,31.782592,119.984213,关河东路50号,天宁,
圩墩新村,31.721129,120.071852,常州市戚墅堰区圩墩路58号,戚墅堰,
丽华三村新区,31.750346,119.983075,常州市天宁区丽华北路茶山街道12号,天宁,
景潭花园,31.737405,119.597189,江苏省常州市金坛市金坛区东环二路181号,金坛,
安家苑,31.91653,119.919866,江苏省常州市新北区春江镇瓜市路安家苑,新北,
天豪大厦,31.704102,119.943826,武宜中路106号,武进,
花东二村,31.726623,119.959663,湖塘河东路138号(省武高对面),武进,
桃园公寓,31.775723,119.976793,常州市天宁区桃园新村27幢甲单元101,天宁,
东南花园,31.820576,119.994328,常州市新北区太湖东路18号(恐龙园附近),新北,
怡景名园,31.851415,119.933692,常州新北区顺园路118号(临汉江西路),新北,
百馨苑,31.938082,119.973701,常州市新北区春江镇百馨苑小区,新北,
花园南村,31.778055,119.925207,常州市钟楼区陈渡路32号,钟楼,
华山苑,31.824414,119.955503,新北华山路32号(华山路与太湖西路交汇处),新北,
鹤苑新都,31.787547,119.970084,鹤园路5号,天宁,
华城二村,31.74376,119.598386,江苏省常州市金坛区峨嵋西路32号,金坛,
中吴雅苑,31.755253,119.97134,天宁中吴大道11-1,天宁,
水清木华,31.810036,119.970665,锦绣路18号,天宁,
桃园新村,31.774415,119.975719,常州天宁区桃园路7号,天宁,
朝阳花园,31.741344,120.016693,江苏省常州市天宁区雕庄新街68号,天宁,
九洲豪廷苑,31.700422,119.916148,淹城南路456号(淹城南路与延政西路交界处),武进,
新城花苑,31.741765,119.962592,武宜北路20号,武进,
新荷花园,31.828499,119.982651,通江大道旺角花园旁,新北,
圩塘五村,31.941902,119.996667,江苏省常州市新北区春江镇新业街,新北,
玉隆花园,31.787646,119.959987,北大街35号,钟楼,
花溪兰庭,31.738034,120.068753,戚区花溪公园东北侧，原铁路中学校址,戚墅堰,
华林家园,31.772714,119.894204,常州市钟楼区华林路139号,钟楼,
旺角花园,31.825752,119.979866,常州新北区通江大道38号(通江大道与河海路交汇处),新北,
都市雅居,31.836552,119.990117,汉江路388号,新北,
清潭五村,31.768579,119.942482,常州市钟楼区江春路3号(江春路南侧),钟楼,
花东三村,31.732427,119.961266,江苏省常州市武进区湖塘人民中路47号,武进,
文亨花园,31.783633,119.95435,常州西河沿57号,钟楼,
泰山二村,31.823651,119.962868,江苏省常州市新北区太湖中路与泰山路交接处,新北,
美林国际村,31.823649,119.99618,常州河海东路185号,新北,
侨光苑,31.835947,119.981957,新北区汉江中路105号,新北,
景阳花园,31.744277,119.566088,金坛区南环西路,金坛,
虹景金桂园,31.787779,120.003563,虹景金桂园38-11号,天宁,
美景天城,31.379082,119.466727,溪缘路,溧阳,
紫霞花苑,31.765379,120.112196,常州市武进区紫霞花苑22幢2号,武进,
凤凰城,31.765094,119.583775,丹阳门北路9-a号,金坛,
西新桥二村,31.801135,119.956931,常州市钟楼区金禧园10-1,钟楼,
十里社区,31.716732,119.975761,常州市武进区广电西路169号,武进,
燕阳花园,31.839668,119.988415,江苏省常州市新北区通江中路595号,新北,
新康花苑,31.821159,119.911623,新闸镇新庆路160号,钟楼,
同仁苑,31.896061,119.864756,罗溪镇汤庄村,新北,
浦南南村,31.754841,119.954971,中吴大道晋陵南路段以南(中凉欧尚超市后),天宁,
南田雅园,31.721632,119.957975,常州市武进区河西路8号,武进,
红梅假日花苑,31.789007,119.98919,竹林南路56号,天宁,
清潭花苑,31.769734,119.934684,荆川东路39号,钟楼,
新立名园,31.863966,119.967522,新北区(新桥镇中心)长江路、新长路口，北郊中学新校区西侧,新北,
珠江花园,31.828792,119.991463,珠江路黄山路交接处,新北,
东方花园,31.759743,119.966412,常州市天宁区清凉路155号,天宁,
紫荆苑,31.76532,119.924764,荆川路98号,钟楼,
迎宾秀园,31.765208,119.948793,常州市天宁区迎宾路11号,天宁,
太阳花园,31.824791,119.980606,巢湖路8号,新北,
中凉花园,31.751322,119.951775,常州市天宁区中凉路2号,天宁,
泰和之春,31.752943,120.001389,天宁中吴大道960号,天宁,
广成小区,31.769952,119.94463,常州市钟楼区广成路11幢丙单元501室,钟楼,
晋陵北苑,31.80283,119.97805,飞龙东路431号,天宁,
美地蓝庭,31.756753,119.564468,常州市金坛市丹荆路10号,金坛,
汇丰一村,31.825535,119.974427,常州巢湖路8号,新北,
朝阳四村,31.762052,119.982431,江苏省常州市天宁区光华路,天宁,
天安河滨花园,31.77151,119.954791,江苏省常州市天宁区兰陵北路602号,天宁,
星盛家园,31.786735,119.918305,星园路188号(新庄周家村),钟楼,
永盛家园,31.429497,119.471646,建设路与团结路交界处,溧阳,
时代广场,31.832916,119.982338,通江大道396号,新北,
新民家园,31.932642,119.998909,春江镇圩塘11号,新北,
东方公寓,31.740521,119.961792,江苏省常州市武进区常武路和聚湖路交界处,武进,
聚湖家园二期,31.745728,119.937733,常州市武进区聚湖家园38幢乙单元501,武进,
体育花苑,31.777102,119.948055,常州市钟楼区电子新村21,钟楼,
翠园世家,31.799281,119.985093,故园路2号,天宁,
春江中央花苑,31.9351,119.973038,常州市新北区春江中央花苑19幢丙单元,新北,
锦绣南园,31.804074,119.97435,天宁区飞龙东路188号,天宁,
名仕家园,31.746462,119.605029,华阳中路168号,天宁,
翰林雅居花苑,31.692936,119.948914,滆湖路（曲棍球场对面）,武进,
愚池新村,31.737037,119.573271,金坛南环一路8号,金坛,
清凉东村,31.760543,119.97972,光华路33号(光华路与龙游路交汇处),天宁,
河苑新村,31.727428,120.058607,河苑路88号（河苑路北侧）,天宁,
西林家园,31.764552,119.891063,西林镇西林路78号(安置小区凌家塘附近),钟楼,
华都馨苑,31.739201,119.952118,常州市武进区东方路67号,武进,
广景山庄,31.778958,119.935038,长江中路266-12号,钟楼,
河海新村,31.82619,119.982191,巢湖中路31号,新北,
勤业五村,31.790611,119.933535,江苏省常州市钟楼区长江中路422号,钟楼,
富民小区,32.015883,119.841615,常州市小河镇兴镇路147号,新北,
兰翔二村,31.828792,119.989385,河海大学北门对面,新北,
太湖花园,31.82126,119.990106,常州市新北区太湖东路5-2号,新北,
新城湖畔春秋小区,31.702405,119.863077,西太湖生态休闲区3号,武进,
青年公社,31.887063,119.996749,龙虎塘浏阳河路168号,新北,
福康宁花园,31.762185,120.052332,常州市东方东路180号,戚墅堰,
竹林新村,31.791056,119.994373,常州市天宁区竹林新村8栋,天宁,
青龙新市民公寓,31.791987,120.026001,青洋北路72号,天宁,
河阳花苑,31.781824,119.934425,江苏省常州市钟楼区长江中路265号,钟楼,
红梅公寓,31.790491,119.988539,天宁区飞龙东路229号,天宁,
绿色家园,31.834834,119.996395,河海街道5栋3号(福记逸高对面),新北,
天目星城小区,31.381623,119.467538,江苏省常州市溧阳市天目湖镇范王路,溧阳,
金色湖滨,31.720798,119.904457,牛塘镇湖滨路21号(湖滨路与兴业路交汇处),武进,
嘉盛苑,31.80508,119.97223,常州市天宁区飞龙东路196号,天宁,
星海银园,31.823113,119.984086,江苏省常州市新北区惠山路与巢湖路交叉口西南角,新北,
丽宝第花苑,31.77201,119.959355,常州劳动中路50号,天宁,
华府家园,31.788919,119.931884,勤业星园路66号,钟楼,
港龙华庭,31.809879,119.905928,星港路与茶花路交界处,钟楼,
花东新村,31.729435,119.957668,湖塘河东路142号,武进,
芳草园,31.720888,119.963239,常州市武进区广电中路3号,武进,
花园华丰苑,31.785376,119.918862,白云路167号,钟楼,
玉兰苑,31.764449,119.941014,常州市钟楼区清潭新村180-7幢己单元302,钟楼,
项家花苑,31.789604,119.964883,化龙巷116号,天宁,
清溪花园,31.436279,119.485753,江苏省常州市溧阳市西后街3号,溧阳,
金梅花园-南区,31.811062,119.959726,泰山路和飞龙路交叉口,钟楼,
西上园小区,31.795435,119.963163,江苏省常州市钟楼区关河西路49号,钟楼,
燕山南苑,31.418649,119.494266,育才路,溧阳,
会馆浜公寓,31.778853,119.946722,常州市钟楼区清潭会馆浜路78号,钟楼,
都市桃源五期,31.79059,119.921595,常州市钟楼区洪庄村28号,钟楼,
盘龙苑-东区,31.86073,119.994024,新北区长城路和珠江路交界处,新北,
阳光山城,31.775631,120.120181,武进区横山桥芳茂山180号,武进,
金禧园,31.799971,119.957177,江苏省常州市钟楼区北新巷31号,钟楼,
伟业臻品花园,31.753487,119.948999,常州市常州市武宜北路199号,武进,
元丰苑,31.776943,119.974161,常州市天宁区红梅南路65号,天宁,
金谷华城,31.757961,119.594609,常州市金坛市北环东路8号,金坛,
文化二村,31.747049,119.569969,常州市金坛西环一路3号,金坛,
怡和花园,31.783768,119.914242,江苏省常州市钟楼区陈家村52号,钟楼,
勤业六村,31.79133,119.931688,五星街道32号(长江中路与勤业路交界),钟楼,
青年公寓二期,31.887957,119.997587,常州市新北区浏阳河路168号,新北,
康云明居,31.7858,119.987186,康云明居1-8,天宁,
北水西花园,31.420089,119.470689,常州市溧阳市天目湖大道与台港西路交口东南侧,溧阳,
龙泉山庄,31.40205,119.486678,燕鸣路17(近澳门豆捞),溧阳,
丰臣南郡,31.761825,119.950136,兰陵北路,天宁,
聚景苑,31.799205,119.977906,常州市天宁区永宁北路2号,天宁,
五星家园,31.762423,119.565343,常州市金坛市邮堂庙路90号,金坛,
北新巷小区,31.798204,119.954883,常新路16号,钟楼,
北建新村小区,31.746125,119.948981,武宜路177号,武进,
龙船浜新村,31.793834,119.950156,常州市钟楼区新市路72号,钟楼,
湖塘花园新村,31.729089,119.952226,湖塘镇花园街175号,武进,
泰山三村,31.822388,119.965187,常州新北区太湖明珠苑南区西门,新北,
站北新村,31.732332,120.070984,常州市戚墅堰五一路,戚墅堰,
公路花园,31.727095,119.692165,江苏省常州市金坛区尧塘镇金武路尧塘公路花园发展西路37号,金坛,
通济新村,31.799829,119.964908,健身北路青山湾花园小区对面通江大道万福桥站台旁,天宁,
金域东郡花园,31.832915,120.090861,常州市武进郑陆镇寺墩路常郑路交汇处(郑陆镇政府东面),武进,
安阳花苑,31.788776,119.953015,常州市钟楼区大华路1号,钟楼,
邱墅家园,31.725751,119.966809,常州市武进区邱墅路5号,武进,
嘉新花苑,31.838283,119.979037,常州新区衡山路18号,新北,
红星新村,31.792175,119.952104,常州市钟楼区新市路28号(新市路与泰安路交界处),钟楼,
颐和家园,31.769787,119.928334,常州荆川东路22号,钟楼,
濑江花园-一区,31.4473,119.4742,泓口路51号,溧阳,
迎春花园,31.784038,119.967816,迎春步行街21号,天宁,
燕山东苑,31.422444,119.494037,常州市溧阳市燕园路286号,溧阳,
天顺御和苑,31.774718,119.983882,常州市天宁区延陵中路398号,天宁,
丽丰苑,31.78271,119.929428,钟楼区怀德中路157号,钟楼,
徐塘新村,31.739138,119.601307,金坛区金宜路32号,金坛,
邮电公寓,31.781485,119.951543,劳动西路290号附近,钟楼,
新园花苑,31.935469,119.998999,江苏省常州市新北区东海路231号,新北,
东方国际公寓,31.777681,119.963203,晋陵中路188号(城中路与东下塘路交汇处),天宁,
学府名门花苑,31.680157,119.952937,鸣新中路51号,武进,
天禄西阆苑,31.880959,119.977489,江苏省常州市新北区武夷山路,新北,
世纪花园,31.802364,119.975751,飞龙东路润德半岛对面,天宁,
格林花园,31.420995,119.47612,常州市溧阳市清泓路101号,溧阳,
望湖名门小区,31.508217,120.106181,常州市武进区雪新街106号,武进,
今创茗园,31.715713,120.048988,江苏省常州市武进区Y272(今创路),武进,
北环南苑,31.794302,119.993079,常州市天宁区薛家塘38号,天宁,
奥韵家园,31.804232,119.980034,常州市天宁区新北天宁区晋陵中路3-10号(北环路与晋陵北路交接处),天宁,
东庄新村,31.737429,119.966024,常州市武进区湖塘东方路19号,武进,
前桥新村,31.824571,119.9503,太湖路780号（太湖路和长江路交汇处）,新北,
天丽雅居,31.721879,119.956259,常州市武进区花园街264号,武进,
香槟置业广场,31.856758,119.931615,黄河西路北邻黄河路,新北,
芦墅苑,31.796541,119.948542,常州市钟楼区五星街道111号(常林路，庄头村东面),钟楼,
锦绣花园,31.418495,119.495682,锦绣路15号,天宁,
嘉盛花园,31.630718,120.015457,江苏省常州市武进区镇中路,武进,
娑罗家园,31.789179,119.966825,常州市天宁区钟家弄54号,天宁,
清潭南苑,31.764213,119.937225,长江中路8号,钟楼,
河滨小区,31.74002,119.582749,南环一路与河滨东路交叉口南100米,金坛,
蓝天花园-二期,31.787729,119.928249,常州市钟楼区勤业路81号,钟楼,
怀南苑,31.779822,119.943281,钟楼会馆浜路14号,钟楼,
迎宾花园,31.850891,119.830337,常州市武进区迎宾花园南区北门旁,武进,
金水苑,31.419062,119.47642,台港西路301号11,溧阳,
同心苑,31.892375,119.868592,常州新北区罗溪镇汤庄,新北,
朝阳一村,31.769707,119.985954,常州市天宁区朝阳路11号,天宁,
福阳山庄,31.404991,119.49052,常州市溧阳城南141号,溧阳,
藏龙苑,31.852745,119.994296,常州市新北区龙虎塘街道新区,新北,
新中上村小区,31.805202,119.95879,江苏省常州市钟楼区钟楼上村158号附近,钟楼,
清凉茗园,31.758454,119.970622,常州市天宁区红梅南路681号,天宁,
铭巷家园,31.777111,119.95801,吊桥路325号(吴家场附近),钟楼,
香江康桥,31.693231,119.959815,常州市武进区滆湖中路7号,武进,
清潭鑫苑,31.769985,119.92642,荆川路15号(荆川路和荆川东路交汇处),钟楼,
东岱家园,31.779491,119.882911,钟楼区东岱家园过凌家塘收费口100米处,钟楼,
鑫福苑,31.73253,120.052197,常州市河苑路12号(劳动东路),天宁,
新业花苑,31.936045,120.000877,春江镇新业街203号,新北,
